0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,404,520,754,832,1135,1377,1515,134,268,462,637,793,983,1256,1446,1695,1875,2055
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.009141097,0.02152577,0.003300645,0.002877402,0.017180244,0.003007582,0,0.015346725,0.010016092,0.015976543,0.00222889,0.003181908,0.01265348,0.001854346,0,0.0136374,0.009538956,0.009852699,0.006328743
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.00090273,0,0,0,0,0,0,0,0.000581445,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000883781,0,0,0,0,0,0,0,0.001042275,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.126111089,0.054506063,0.02333045,0.030948266,0.023732562,0.04615132,0.000914698,0.03031677,0.09737945,0.055273627,0.021300229,0.018852884,0.016448379,0.030319144,0.000940637,0.022415349,0.02127318,0.016043445,0.010881751
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.000938517,0,0,0,0,0,0,0,0.001012206,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.000921326,0,0.002245074,0,0,0,0,0,0.000912572,0.040918436,0.002100492,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057113169,0.070316832,0.003736269,0.044717064,0.0132554,0.003656992,0.000832361,0.002175533,0.048213336,0.055813169,0.002434029,0.043623842,0.01627088,0.002824666,0.000816577,0.002192494,0.002238222,0.002045292,0.002388604
0,0.029277938,0.002666349,0.114006456,0.0089637,0.006800215,0.011273463,0.01286036,0,0.024747696,0.00231771,0.080404773,0.009931334,0.004210462,0.009213963,0.014147174,0.007566578,0.004747637,0.005567259
0,0.024940934,0.008128606,0.016764056,0.033266508,0.000818201,0.001746986,0.00968625,0.001435508,0.026432634,0.006631732,0.021897845,0.022489076,0.000604645,0.001162137,0.009980406,0.004157593,0.003117614,0.001858004
0,0,0.004026587,0.001713476,0.002212858,0,0,0,0,0,0.003501301,0.001556995,0.001182981,0,0,0,0,0,0
0,0.000886694,0,0,0.010076997,0,0,0.001023081,0,0.000956744,0,0,0.008706593,0,0,0.001091039,0.000635731,0.000476582,0.000286465
0.058678408,0.008840086,0.016713904,0.001804056,0.025655438,0.029244669,0,0.1569475,0.074701745,0.009242669,0.009775275,0.001722186,0.015633174,0.030789247,0,0.103287939,0.138300617,0.140422184,0.116422564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.001007128,0,0,0,0,0,0,0,0.000985446,0.001351449,0.000991757,0.001006895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.001907381,0.000838317,0.005745245,0.001786294,0,0.000912217,0.003439097,0,0.001368909,0.000668635,0.006671262,0.001337604,0,0.000676834,0.004470781,0.002891105,0.002991457,0.002067055
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
